15501591	2.0930232558139537
6225271	2.076923076923077
6305695	2.022727272727273
1289745	2.0
6448049	2.1020408163265305
8188340	2.0392156862745097
69130	2.022222222222222
8019289	2.1020408163265305
2237467	1.9777777777777779
7216787	1.9024390243902438
5192761	2.033333333333333
8467010	2.1020408163265305
5828529	2.0952380952380953
5805546	2.0555555555555554
11296351	1.9761904761904763
8613211	2.074074074074074
779983	2.020408163265306
5678793	1.95
20476888	1.9024390243902438
557029	2.057142857142857
9009999	2.075
1800165	2.0555555555555554
683971	2.1041666666666665
495	1.9705882352941178
2010692	1.934782608695652
1217115	2.037037037037037
1198174	2.0851063829787235
12117206	1.975
5594774	2.090909090909091
123563	2.0
400617	1.9736842105263157
16298542	2.015873015873016
11392341	2.0652173913043477
11663547	1.930232558139535
7119987	2.0285714285714285
9058475	1.9473684210526316
10860999	2.0652173913043477
1415894	2.066666666666667
15436788	2.081081081081081
8350021	1.96875
13490203	1.8958333333333333
7706799	1.935483870967742
22700895	1.9743589743589745
970	2.076923076923077
10314046	2.0833333333333335
6544876	2.06
17119618	2.0
1899004	2.027027027027027
176100	2.0
10555322	1.9565217391304348
6201497	1.9523809523809523
147881	2.111111111111111
14470385	1.9591836734693877
2038127	1.9791666666666667
1917233	2.0576923076923075
17297569	2.061224489795918
14683180	1.9555555555555555
2133727	1.8888888888888888
18249606	2.0256410256410255
5697445	1.9189189189189189
5861337	2.0625
27582721	2.0851063829787235
11542187	1.9767441860465116
1021117	1.8974358974358974
7607	2.0625
29368299	2.0
1499157	2.0754716981132075
118154	2.0384615384615383
10024551	2.0
1368806	2.0434782608695654
12165602	2.05
847865	1.9615384615384615
9818564	2.0961538461538463
1806952	1.935483870967742
1363899	2.048780487804878
7434517	2.076923076923077
1968349	1.9574468085106382
7755766	1.8636363636363635
12174241	2.016949152542373
7067488	2.0444444444444443
12986515	1.903225806451613
8031069	2.02
2000056	1.9534883720930232
11533876	2.090909090909091
18905528	2.0576923076923075
13083310	2.097560975609756
1400313	1.98
17058517	1.95
18837838	2.0
8696760	1.9574468085106382
1357761	1.813953488372093
416817	1.96875
7227377	2.018867924528302
932860	2.016949152542373
12369935	1.8863636363636365
6122807	2.037037037037037
147099	2.088888888888889
600745	1.9574468085106382
725018	1.945945945945946
8056346	1.9591836734693877
23616352	2.088888888888889
7073386	1.9767441860465116
5745112	2.0217391304347827
7057466	1.9444444444444444
5242978	2.054054054054054
275937	2.1020408163265305
81785	1.934782608695652
131226	2.0408163265306123
22115319	2.0681818181818183
295451	2.0
22124728	2.1136363636363638
6844863	1.9433962264150944
5659202	2.051282051282051
16347907	2.0
1295553	1.864864864864865
25981140	2.05
6039521	2.0217391304347827
